store_id,sensitivity,avg_mth_sale,competitive_intensity
112,393776.2752,888266.6275,0.991678278
113,630048.1869,607755.8875,0.961340235
114,289274.3077,601833.2573,0.58560258
115,290608.5524,707780.0157,0.936367549
116,703203.5158,462221.4197,0.183787595
117,1277915.311,669295.8987,0.970431662
118,582996.39,727428.9119,0.943466969
119,744338.5498,414452.3416,0.962753571
120,229733.1605,299280.0974,0.999988652
121,636632.3896,777610.4151,0.882381413
122,411563.7038,803017.4078,0.9496166
123,402679.6418,703902.7481,0.971914275
124,273946.8786,990700.2583,0.123507004
125,141960.3841,160620.9186,0.982393379
126,974777.3565,639543.7044,0.998208016
127,778251.4233,587890.5471,0.998226309
128,-201434.8897,639513.3602,0.994951818
129,921980.2106,186630.1031,0.995313111
130,319999.1644,558563.7152,0.999109508
131,211024.6212,847604.2165,0.610439749
132,611578.3807,513576.2593,0.508037012
133,804015.2254,516805.3544,0.836406604
134,171584.8574,114537.7814,0.999083779
135,244119.4487,996807.7608,0.999105955
136,435702.1656,305313.8836,0.816108889
137,647557.6856,375156.1202,0.8737584
138,1090870.413,242534.6871,0.966588528
139,242801.9685,278484.8197,0.992318415
140,413330.5804,298421.9284,0.99856765
141,305607.6779,705612.3573,0.429045723
142,527528.7041,968120.7437,0.955132462
143,18631.76143,251133.8239,0.980099494
144,696548.4444,289102.8375,0.995589915
145,182091.9473,495325.2119,0.878319455
146,558704.1474,931774.6756,0.979261472
147,357595.5143,534058.0332,0.416342993
148,58783.35062,156443.2485,0.708952422
149,585271.0085,852741.491,0.989968163
150,619438.4686,459028.6063,0.73888205
151,335026.5491,742416.325,0.995777173
152,414993.0465,518346.702,0.99948256
153,714483.0009,274959.0475,0.999589334
154,187523.033,395005.0187,0.940178494
155,936397.2875,952232.2966,0.843636365
156,124509.7083,558231.9832,0.955631855
157,540648.5775,449962.8333,0.990618371
158,132387.0569,727854.7677,0.669132154
159,706290.3548,830622.0452,0.999909902
160,923205.8714,427561.1468,0.670651546
161,276795.0949,739665.402,0.743693631
162,174658.2128,702068.4637,0.608560118
163,589876.1244,177529.1382,0.924541458
164,465526.479,473343.7746,0.994506647
165,985470.5796,837094.3499,0.999931391
166,789665.7979,443404.1715,0.941134335
167,460875.8408,975636.9297,0.897834463
168,794545.1795,443620.1996,0.98415872
169,478756.2557,700568.5433,0.999092897
170,222860.9702,860020.496,0.957844253
171,1295.192752,613062.2956,0.999692392
172,961498.3836,442599.2921,0.565968324
173,208966.8878,901239.1318,0.999492989
174,604063.2047,383174.7473,0.587193202
175,744140.7592,899117.9152,0.921028343
176,369490.0248,770339.6729,0.999995778
177,569799.9895,520884.0918,0.990170714
178,185711.2346,743867.2115,0.99996589
179,851641.5275,967589.8813,0.965568539
180,734315.7165,549194.9134,0.973946382
181,450790.196,939790.8321,0.883127325
182,149098.2876,675784.0431,0.569550316
183,1001719.345,717738.9308,0.89662142
184,583006.0238,817808.6625,0.983058487
185,985039.9452,705499.1943,0.999346313
186,562448.5714,783886.6897,0.84029607
187,436145.2218,162599.1381,0.716528652
188,680471.2042,967215.5966,0.961719209
189,446790.4553,705946.5704,0.606377886
190,977459.3933,383110.5805,0.999217613
191,546472.9702,671911.0651,0.999994759
192,555674.3882,478040.0438,0.729199451
193,489664.6702,244519.1096,0.794098616
194,494682.8434,531591.2206,0.805241631
195,527573.4387,225839.0718,0.995926109
196,390469.7359,795700.6017,0.99589958
197,1094392.372,520557.3001,0.971344796
198,642713.4533,642396.7569,0.997508565
199,518073.6394,913250.6522,0.976285351
200,214534.934,157553.5758,0.777056222
201,668102.2907,249463.9197,0.999997212
202,740947.8613,538820.4225,0.98982905
203,429782.0826,411786.4681,0.938640192
204,535285.6381,146123.7584,0.979437137
205,298040.9518,148527.4354,0.950539726
206,612422.1869,631394.4223,0.902778074
207,776394.6561,535492.2177,0.943851438
208,381403.1192,340594.3242,0.99686995
209,512014.9904,519439.2246,0.878775237
210,718140.1114,192944.4401,0.999936001
211,794303.2221,145537.1493,0.738770747
212,104184.6816,565766.0556,0.998890439
213,595610.3009,843654.9732,0.871363082
214,651112.5377,215466.0307,0.99895828
215,402127.1773,181251.7292,0.745721169
216,665640.8889,865557.0394,0.828994946
217,481973.7685,846003.2906,0.998364741
218,252000.8165,708722.4147,0.941032274
219,258477.8237,209942.4567,0.832823394
220,961146.3654,252342.6506,0.99888951
221,-421332.1192,187104.2415,0.999409852
222,177165.1166,734747.0259,0.999187725
223,926375.5456,455384.0833,0.999997026
224,-392528.4648,963010.435,0.998417373
225,573580.4318,380170.4406,0.897979247
226,-266947.8267,282248.971,0.52084746
227,-409635.3461,445669.6593,0.949155397
228,558009.3837,599353.5687,0.673002333
229,504578.3742,442884.811,0.971622914
230,631984.1748,402960.0519,0.618103927
231,996781.1102,270522.4134,0.999983793
232,97518.08046,751966.0749,0.398428193
233,429441.9283,812878.9034,0.976977123
234,575284.6157,309133.5001,0.968602389
235,1041290.633,285795.0087,0.457699789
236,516648.828,327239.8266,0.902595586
237,470807.3107,426472.8063,0.998647887
238,99732.98704,100126.1655,0.959311527
239,1290128.412,854495.5713,0.960753853
240,707929.5622,739644.333,0.961472311
241,1198943.243,782131.5799,0.973158641
242,934620.7834,911185.7714,0.637265538
243,156929.2712,694011.116,0.808809516
244,1115226.113,346311.7283,0.959353063
245,507484.042,337563.9735,0.999977698
246,788480.734,671592.3782,0.472423023
247,753758.9924,644983.2383,0.928375223
248,141676.5922,358489.9017,0.759058028
249,-29350.09446,109738.1682,0.999997706
250,179658.2361,767147.3189,0.701636507
251,-172313.8384,789693.8252,0.999403156
252,615266.2975,164694.407,0.749088
253,153259.0403,464553.0623,0.605144859
254,444877.6023,866282.5002,0.976413016
255,311264.1519,483696.7724,0.923075586
256,-331317.0773,229818.3813,0.958071638
257,-145558.9545,161257.6134,0.932890191
258,513308.6494,280854.6165,0.999988111
259,435240.4078,329610.0302,0.999346501
260,496984.4297,552696.8794,0.842059016
261,412726.4214,520751.4666,0.537599957
262,680602.2636,184801.1789,0.999641646
263,111188.433,413104.0641,0.884633069
264,70730.49834,728055.6088,0.995852809
265,196614.3852,215470.9991,0.985781405
266,-39910.76651,129432.2173,0.999991654
267,481246.7793,489047.3056,0.950238924
268,554663.9002,388293.1108,0.951426238
269,1114987.914,624249.4022,0.971981049
270,912343.1397,183549.2365,0.770583319
271,685426.0844,584961.2853,0.984545535
272,271878.4677,725304.3899,0.924963031
273,1102548.334,661232.5278,0.746877698
274,800264.9611,635818.2261,0.801291242
275,459404.3021,605207.0647,0.998236135
276,705190.9369,603949.0224,0.99999975
277,324563.4968,922917.129,0.891738108
278,590427.6605,121463.8081,0.952186152
279,325545.0911,968961.8394,0.927300363
280,701228.2248,967695.3374,0.542919852
281,1194207.038,444103.5609,0.995443469
282,967776.221,438202.2579,0.999595338
283,833864.4211,977925.6262,0.999299545
284,496571.6419,630759.9847,0.999917727
285,626532.4164,821168.5283,0.998729487
286,672908.4639,700770.1088,0.998345654
287,538340.0898,968392.9116,0.889214418
288,443982.7653,674334.5912,0.980715166
289,194851.5561,826136.8109,0.978826415
290,-28168.69875,306913.4908,0.999994708
291,78915.86353,377466.8961,0.986656016
292,667260.4152,281871.9117,0.797424615
293,23899.58833,816455.6079,0.979372467
294,579494.8962,727855.1497,0.991303375
295,207996.6414,232071.4623,0.984403203
296,489354.5275,314628.7384,0.997731211
297,544311.518,307573.8905,0.999986649
298,1199887.532,591033.9758,0.994480677
299,841041.0115,283644.3031,0.987345116
300,628537.7059,627919.0356,0.893286103
301,625631.6933,889764.8227,0.447329963
302,565166.4616,709257.4046,0.9993668
303,360737.464,808498.6624,0.89653504
304,193905.7378,842553.005,0.999951488
305,314521.287,735178.3035,0.954725969
306,500926.0942,810778.8075,0.999538457
307,1147377.64,344670.541,0.984920882
308,474143.6832,806852.1928,0.999985846
309,170805.8739,438557.84,0.394973822
310,409020.4207,530443.1344,0.672372037
311,676404.6445,597158.3022,0.978616495
312,677134.3845,858083.6806,0.999998211
313,254102.2776,151257.1241,0.997505467
314,238092.3337,661473.6946,0.988916738
315,164928.6626,979650.2644,0.970692128
316,340891.3283,340480.8523,0.950293749
317,612855.8483,543013.7707,0.998876604
318,273745.8701,388416.6969,0.945568721
319,236830.845,849728.6209,0.704225961
320,124027.258,887860.975,0.817667448
321,238433.617,631977.0058,0.923682931
322,328936.0715,919168.7207,0.997413357
323,602512.9134,893311.847,0.755172593
324,790483.2124,437431.6083,0.917455363
325,824303.1407,609107.9096,0.61207814
326,178517.6564,973689.7524,0.978949989
327,183730.022,889639.0996,0.891953171
328,385310.0391,502665.6049,0.949306618
329,1003322.416,564210.7796,0.996510582
330,912405.9056,319595.744,0.682644171
331,434575.5258,977676.4773,0.640497005
332,672916.2725,794085.0344,0.902804627
333,424012.1501,343582.3327,0.992972165
334,545392.1805,236611.267,0.932400504
335,307771.2935,163198.047,0.969926455
336,352857.285,126686.8626,0.994344997
337,850739.7553,869277.6935,0.983644263
338,755123.8623,468095.5467,0.995173859
339,93270.00148,880554.8673,0.992397424
340,1361372.124,279453.6495,0.993861145
341,393703.7061,242484.3586,0.982031765
342,827456.314,875463.0684,0.950637927
343,644234.7125,909525.3985,0.999999974
344,697352.8916,638745.3218,0.999693958
345,965603.0387,943679.5168,0.999308306
346,-22693.99868,885329.3907,0.981005509
347,412072.5764,839455.0572,0.801952129
348,791661.938,291090.2056,0.907688155
349,112216.6503,439160.8439,0.96936912
350,616478.7622,705808.0027,0.804088312
351,372606.7129,645384.2985,0.920952312
352,578975.8247,856607.7182,0.998302937
353,590287.6736,220085.0352,0.9992369
354,108563.9056,281016.0748,0.988609979
355,257002.8351,379087.1773,0.995245737
356,397453.2189,918295.352,0.981033241
357,648532.5299,828879.4649,0.755316903
358,497973.1065,787948.5124,0.983895576
359,843328.0228,942595.5181,0.910990228
360,556967.5854,812595.5774,0.686749901
361,994558.9293,147798.4277,0.99729174
362,150741.7178,896080.4522,0.893204171
363,368836.7947,270601.2883,0.882514558
364,596241.281,219981.8519,0.993395579
365,481850.6214,957873.1001,0.999590663
366,409116.3171,626640.9224,0.982568573
367,785371.0586,167592.2311,0.886498373
368,589195.8957,691365.977,0.99995241
369,453502.3701,447485.2538,0.486982541
370,523026.4101,657154.8186,0.856263134
371,405106.5162,380328.2758,0.753678835
372,-255471.2899,343589.2669,0.867192946
373,826548.2307,605993.9641,0.999579345
374,316768.2893,574696.129,0.879972161
375,1035827.422,147077.8235,0.938252396
376,480538.1988,921808.4924,0.999345094
377,713474.3115,772743.4341,0.981950022
378,622270.6231,672842.3779,0.996511047
379,85753.63416,393838.6299,0.924163299
380,-58471.6777,298843.8007,0.998093748
381,313061.8081,752027.4282,0.94655863
382,1102641.193,579991.5855,0.99973078
383,803213.2929,843334.2701,0.950588287
384,831209.7494,804238.7456,0.941042516
385,901157.2955,676278.5111,0.997011562
386,658439.776,356149.7916,0.719774432
387,378239.6309,441038.5441,0.999338621
388,584801.0451,773473.0314,0.787477962
389,346512.7974,287403.2759,0.99251588
390,-315164.382,952802.046,0.671998773
391,280666.137,817200.2116,0.665188884
392,311285.2303,846008.5026,0.99548708
393,654054.0357,839176.7206,0.892666125
394,297596.4964,430879.0525,0.972783467
395,967398.0296,887063.4707,0.983940696
396,55081.95106,645657.9245,0.282153516
397,784792.9409,960714.7516,0.999523944
398,365090.3248,179127.0378,0.983024751
399,787746.9502,258133.085,0.887392633
400,581180.2894,923140.237,0.163000645
401,476611.6225,426752.316,0.999999905
402,633369.2119,754610.4548,0.99424116
403,342505.7858,137015.1912,0.999325526
404,521120.4189,109865.2762,0.37212432
405,1197433.633,565276.1541,0.864460287
406,50587.14252,928895.683,0.999277196
407,941103.7006,163677.7237,0.919646948
408,717843.7549,874083.1094,0.991271525
409,696631.0028,337841.4344,0.798664164
410,497833.0886,266001.0511,0.999841757
411,670014.0185,211780.0467,0.811447502
412,602528.593,608587.6298,0.693934127
413,686017.2054,454011.7541,0.085014232
414,967975.9909,136890.8725,0.999940561
415,246466.7939,880549.4378,0.941666971
416,732065.1085,456857.7594,0.967591889
417,-80634.77199,875294.0637,0.997733403
418,403154.6614,227504.1882,0.998420701
419,756436.0767,477317.1326,0.999592425
420,586435.4665,709409.4076,0.953956043
421,876524.7011,579055.3913,0.697604958
422,94499.30583,557327.7336,0.766588314
423,790917.6411,357250.2194,0.751102388
424,808908.2294,977877.9187,0.999996441
425,487605.1938,261379.2582,0.996939386
426,710947.9766,164620.986,0.990816584
427,8753.340826,108841.1223,0.667570749
428,873211.091,630003.4157,0.858997972
429,193961.7004,591005.918,0.670292884
430,-26369.79738,561656.0332,0.627641733
431,450069.2802,913553.5065,0.823305106
432,-60005.11119,127299.6248,0.822586019
433,933501.1487,777724.4163,0.601462252
434,344290.7117,874759.719,0.999969234
435,-49674.61913,696881.4214,0.999667148
436,171411.2429,146349.59,0.966313898
437,355143.1237,218374.2599,0.99790941
438,362454.361,953310.6083,0.978802493
439,136789.4784,374906.9759,0.999991034
440,323819.1058,382137.8713,0.752388981
441,524590.3366,374500.9854,0.999998435
442,574217.7188,506280.0167,0.98993595
443,405968.7425,860267.7789,0.936389571
444,-160506.1246,583200.6937,0.999006473
445,193929.8198,263080.3487,0.998275023
446,286625.3196,569308.3327,0.999884443
447,528377.8157,532718.767,0.895527085
448,736565.151,490416.063,0.908768791
449,399920.4338,987465.2563,0.602844948
450,511952.6533,764982.2651,0.987999594
451,530007.2424,711482.5771,0.999997316
452,453328.5165,459401.5362,0.999950444
453,660288.079,447649.0952,0.995723258
454,623038.319,531800.3024,0.971588418
455,1083405.585,938211.4815,0.93269179
456,1079139.471,468846.3376,0.996764679
457,-271810.4751,930873.415,0.537264328
458,-457706.348,569573.7208,0.999999739
459,664989.4544,426310.7588,0.580592561
460,925502.2435,956162.6693,0.311189151
461,1017323.808,169292.277,0.999666227
462,350107.5253,989534.3888,0.999987225
463,1051822.213,979382.4504,0.993564503
464,955212.1887,708297.4757,0.922580352
465,323123.0979,826654.3661,0.748137595
466,246136.5246,811101.1975,0.371826461
467,1436172.586,187834.5543,0.811046796
468,540612.6948,816200.7541,0.860984076
469,543832.7549,397051.466,0.977387417
470,719518.7963,100820.5332,0.932513835
471,306090.8755,858959.2572,0.079371704
472,314783.7656,696176.5105,0.997431996
473,145309.8596,782721.2648,0.989700446
474,515118.001,709005.6411,0.895801737
475,397539.9,549889.7979,0.909996593
476,55355.25335,562896.1311,0.65044447
477,932535.4933,504955.0023,0.976682047
478,596424.9562,523558.1392,0.999998249
479,442808.5372,546096.5747,0.997280023
480,727597.3804,376520.4267,0.963793216
481,554866.1253,188600.1586,0.555146307
482,805451.1935,400170.3667,0.994296006
483,876059.7712,459211.5707,0.994346027
484,137687.6723,826776.7204,0.998773079
485,251109.5635,438237.5272,0.857139281
486,352811.9269,798042.1974,0.983490229
487,456659.463,622253.3119,0.999656477
488,-254897.0583,177473.6789,0.930617173
489,938353.5467,880765.3856,0.907260882
490,753023.0273,309159.3214,0.955552454
491,941541.2347,601058.3927,0.932426495
492,928576.9213,570748.1926,0.97640662
493,559253.0658,635317.5829,0.989057855
494,861866.1772,259920.4053,0.651684572
495,806635.2823,970161.6007,0.996057347
496,449689.8965,876384.5807,0.999978084
497,523741.7556,655428.174,0.883278206
498,350756.6056,993467.1266,0.898097921
499,499008.864,747325.2161,0.684415793
500,825709.7548,453232.4067,0.999765106
501,802921.0529,843179.2327,0.967547661
502,-15293.29253,488152.92,0.546497948
503,535068.4967,952252.2585,0.767805027
504,346134.1591,475883.0166,0.965813451
505,329372.3557,140460.3102,0.999910834
506,988703.9617,984259.756,0.985071328
507,196970.932,844499.7071,0.419471902
508,486456.7316,723427.484,0.994081845
509,806044.4679,893665.5061,0.569115378
510,459362.4642,495824.5064,0.657263072
511,403974.748,555871.1611,0.885174586
512,1051132.739,582990.3352,0.999815857
513,797065.8412,440295.8048,0.811497952
514,792131.1284,693709.6933,0.987447784
515,670029.0508,804298.5484,0.723118603
516,460883.6078,361397.2924,0.999163401
517,801252.6046,392739.3077,0.56924658
518,-250404.4684,177437.5322,0.99732807
519,835022.4973,396872.72,0.389474121
520,-52147.024,814616.1236,0.960857263
521,281128.3437,772790.7864,0.975657081
522,1149590.772,306549.7807,0.677809412
523,364864.5589,962446.8094,0.628195753
524,401007.7753,215472.7042,0.999999977
525,772539.7321,773619.6923,0.977746086
526,443885.7852,104797.7689,0.99057682
527,281185.4399,729708.7923,0.743481274
528,465443.0761,215121.4329,0.729278242
529,438468.1432,739094.3984,0.997633594
530,1162129.221,261574.2676,0.753290693
531,188866.9766,843405.4638,0.772506284
532,954612.0448,860242.9578,0.962279468
533,51718.39578,714855.7152,0.963864762
534,993564.7623,294646.3833,0.978333151
535,708115.9627,882044.5034,0.999999994
536,834017.1177,419161.1134,0.999961844
537,686417.8272,707847.3633,0.934930728
538,897674.5562,854450.7459,0.997416424
539,461860.8358,290281.2191,0.178587003
540,618257.4529,820650.9087,0.999333744
541,446301.2587,847863.9258,0.521197706
542,587535.0682,316564.8057,0.999808818
543,911918.0163,636446.0503,0.886482367
544,825871.2517,618594.0204,0.79548368
545,940460.8598,578405.3636,0.988791234
546,859275.7905,765601.9771,0.935078727
547,550929.3488,805283.8491,0.789354443
548,604265.8325,417554.2449,0.786855462
549,709495.2838,674426.1517,0.73374522
550,781932.5153,507750.4861,0.788504889
551,570696.5113,704495.5427,0.999998029
552,29266.58738,817082.9923,0.949527114
553,531421.2388,529526.6957,0.951104321
554,263778.6378,109802.1777,0.998734483
555,252305.6337,636784.5289,0.413542684
556,925560.2093,666579.1326,0.621588118
557,452684.9978,214757.4605,0.994000866
558,495087.1476,237392.5936,0.6074529
559,1456672.352,422629.5155,0.99999994
560,756140.4938,165046.4618,0.69310002
561,163547.034,624654.6536,0.946188399
562,332039.3747,968469.1111,0.86037125
563,256965.3518,120105.3342,0.610662667
564,912693.3484,717251.7216,0.994718065
565,938486.2708,362563.7069,0.901428704
566,848302.9805,185255.1373,0.999189522
567,-453638.1984,708409.9376,0.577551219
568,875065.1149,496902.2045,0.555773786
569,564945.319,720234.83,0.905947416
570,187178.5849,948944.8815,0.997793962
571,473447.8736,783443.3044,0.956274826
572,558903.5403,169622.3513,0.954139746
573,188268.0671,748877.4448,0.999971578
574,505204.7388,879748.9122,0.99987939
575,478510.874,774897.0095,0.853350439
576,483488.5055,954385.2192,0.64596324
577,474674.4365,923641.5048,0.999581704
578,65106.83967,190924.8555,0.823228672
579,500896.1984,145515.5636,0.999978095
580,530897.0989,202712.5202,0.998914383
581,886102.7817,950712.7898,0.99622701
582,273735.8764,225326.9247,0.903564107
583,-85161.73097,251582.3743,0.999369551
584,468938.9707,529268.4693,0.998623373
585,493720.5661,879096.6528,0.998712459
586,466165.0031,468106.6278,0.97011391
587,173654.2196,271692.8688,0.999999338
588,476878.8911,589609.2484,0.935173348
589,606679.8599,165254.082,0.999307767
590,377669.192,491458.4354,0.98095629
591,-51110.22803,592624.8325,0.989424509
592,918405.6244,148515.4373,0.999961854
593,68800.43375,438908.5082,0.900824706
594,841921.3293,825376.0779,0.988588508
595,665447.8465,837673.8709,0.996665667
596,-80239.97513,176715.7502,0.992080577
597,471178.487,263960.1403,0.983042785
598,298051.716,537169.4135,0.999878595
599,903813.4512,297984.4677,0.92313745
600,488196.3964,957162.4348,0.492240805
601,1211607.025,676260.4198,0.999491393
602,229026.8704,305771.0422,0.999704521
603,634416.2829,731189.8147,0.999964464
604,293563.5495,255893.1008,0.252097093
605,1061648.633,292486.2221,0.826241065
606,1222742.119,419615.1007,0.999046894
607,433737.0602,507353.744,0.941611188
608,559385.6527,778617.8501,0.999612712
609,722476.6262,283108.04,0.633315447
610,-12018.83719,825036.0386,0.99514139
611,67073.8024,319673.3123,0.990115932
612,80970.1281,607887.2395,0.999027476
613,751973.8229,371081.4321,0.565239007
614,280229.2584,153463.5266,0.99865494
615,980696.3831,370792.1316,0.997797573
616,1018007.209,408997.5759,0.737155669
617,465273.2631,294909.7888,0.927830627
618,42694.60039,361654.6799,0.908619385
619,635156.824,628646.623,0.474799047
620,44271.52594,229157.2818,0.968274684
621,910359.6292,991327.0893,0.995449899
622,651528.0667,500881.9757,0.997942502
623,763240.2268,994725.6793,0.960660871
624,783212.7287,776382.4049,0.704595828
625,543491.0859,385200.3987,0.545422561
626,129656.9298,860440.066,0.998229142
627,211498.5639,620256.0359,0.319574393
628,232751.3356,520145.7677,0.999330479
629,825648.0026,477667.7717,0.688499919
630,597939.2615,225806.7625,0.941643746
631,379535.3867,255026.3944,0.929405486
632,615565.7152,524594.5278,0.9487419
633,885961.4631,694201.4338,0.996175966
634,178066.52,398602.8691,0.982545729
635,-21242.37499,172758.8653,0.490065825
636,708772.2627,571039.1295,0.948845523
637,381949.6058,908234.3078,0.999916054
638,502258.7961,973138.4824,0.999992301
639,634542.609,689454.5955,0.969484756
640,589261.5537,135801.7049,0.987816807
641,66635.64186,175599.9399,0.980647285
642,586792.302,494011.108,0.954380218
643,663090.5254,943420.705,0.540264944
644,49206.90603,360871.4015,0.986323167
645,274221.2749,573976.1377,0.999586283
646,717267.4041,232867.8799,1
647,-94521.92112,187045.2145,0.758834209
648,320915.2492,698481.9393,0.938915549
649,490100.9285,325770.7181,0.70009467
650,496598.0903,550095.9378,0.999157332
651,382079.2105,790285.2747,0.977763183
652,670901.9086,845389.0261,0.996050812
653,1026613.128,332067.9047,0.999085103
654,305014.6288,804602.0525,0.76002963
655,199786.6869,911235.091,0.637374316
656,479971.7382,184301.6715,0.999339242
657,-103643.329,884598.1055,0.997886392
658,43984.8569,575837.925,0.970170068
659,497325.6003,642461.2848,0.964896973
660,1009656.663,538786.0552,0.45251775
661,450528.5297,405267.7132,0.994238713
662,1067013.065,704546.8454,0.821738502
663,878597.0743,389987.313,0.638990902
664,924004.2342,821241.9215,0.999998118
665,577014.8978,478853.3917,0.930479564
666,500910.8858,502307.6463,0.999028469
667,944705.3967,733779.4508,0.992559318
668,699759.611,705416.5194,0.953190047
669,389217.8339,118365.6429,0.955011511
670,66538.8896,314243.92,0.992271782
671,606330.4599,874250.2978,0.936781393
672,942972.7122,969755.1224,0.957864555
673,311455.9951,350933.1462,0.987915022
674,1167063.67,687202.2811,0.999191691
675,946287.6221,139816.4882,0.98548852
676,729162.8444,966469.6332,0.996702093
677,464040.1828,507611.7723,0.913681793
678,664628.4904,557399.4915,0.828676351
679,6708.563297,263006.4741,0.972235842
680,16391.61973,960711.7085,0.903625191
681,293611.3832,586528.5147,0.994863599
682,661703.0636,366299.5593,0.999966957
683,286012.5786,232114.6888,0.996973406
684,826226.4618,457974.847,0.907868339
685,807332.3195,345431.9042,0.868284585
686,1062776.486,109484.5696,0.896408716
687,519647.8865,695761.7842,0.578883069
688,105213.8158,222803.9327,0.348309568
689,478655.4355,558627.2276,0.752634608
690,513058.0929,809292.1667,0.999954775
691,1270370.678,557814.3771,0.908341755
692,853554.3516,343529.2051,0.947748407
693,-180251.5574,965452.1859,0.998897447
694,318205.8388,684369.0991,0.777217929
695,1196522.568,964134.5729,0.809889198
696,597274.1385,219805.2513,0.999739299
697,160177.7675,444986.1782,0.985798333
698,119164.059,408210.6285,0.72180409
699,417631.8803,169930.9455,0.847181028
700,463931.3666,957104.8012,0.807089162
701,669658.5542,696555.2413,0.925876555
